School_ID,School_Name,Subgroup_Name,No_in_Class,No_Graduated,Percent_Graduated
90208,Intelli-School Glendale,English Learners,0,0,0
90208,Intelli-School Glendale,ELFEP14,0,0,0
90208,Intelli-School Glendale,Female,0,0,0
90208,Intelli-School Glendale,Foster Care,0,0,0
90208,Intelli-School Glendale,Hispanic or Latino,0,0,0
90208,Intelli-School Glendale,Homeless,0,0,0
90208,Intelli-School Glendale,Income Eligibility 1 & 2,0,0,0
90208,Intelli-School Glendale,Male,0,0,0
90208,Intelli-School Glendale,Special Education,0,0,0
90208,Intelli-School Glendale,White,0,0,0
1001762,PAS Charter Online,All,0,0,0
1001762,PAS Charter Online,Black/African American,0,0,0
1001762,PAS Charter Online,Female,0,0,0
1001762,PAS Charter Online,Hispanic or Latino,0,0,0
1001762,PAS Charter Online,Income Eligibility 1 & 2,0,0,0
1001762,PAS Charter Online,Special Education,0,0,0
1001762,PAS Charter Online,White,0,0,0
79958,Desert Marigold School,All,11,0,0
79958,Desert Marigold School,Black/African American,0,0,0
79958,Desert Marigold School,Female,0,0,0
79958,Desert Marigold School,Hispanic or Latino,0,0,0
79958,Desert Marigold School,Male,0,0,0
79958,Desert Marigold School,Special Education,0,0,0
79958,Desert Marigold School,White,0,0,0
87416,Leading Edge Academy Gilbert Early College,All,47,0,0
87416,Leading Edge Academy Gilbert Early College,American Indian or Alaska Native,0,0,0
87416,Leading Edge Academy Gilbert Early College,Asian,0,0,0
87416,Leading Edge Academy Gilbert Early College,Black/African American,0,0,0
87416,Leading Edge Academy Gilbert Early College,English Learners,0,0,0
87416,Leading Edge Academy Gilbert Early College,ELFEP14,0,0,0
87416,Leading Edge Academy Gilbert Early College,Female,17,0,0
87416,Leading Edge Academy Gilbert Early College,Hispanic or Latino,0,0,0
87416,Leading Edge Academy Gilbert Early College,Income Eligibility 1 & 2,17,0,0
87416,Leading Edge Academy Gilbert Early College,Male,30,0,0
87416,Leading Edge Academy Gilbert Early College,Multiple Races,0,0,0
87416,Leading Edge Academy Gilbert Early College,Native Hawaiian or Pacific Islander,0,0,0
87416,Leading Edge Academy Gilbert Early College,Special Education,0,0,0
87416,Leading Edge Academy Gilbert Early College,White,28,0,0
91597,Leading Edge Academy Online,All,56,0,0
91597,Leading Edge Academy Online,American Indian or Alaska Native,0,0,0
91597,Leading Edge Academy Online,Asian,0,0,0
91597,Leading Edge Academy Online,Black/African American,12,0,0
91597,Leading Edge Academy Online,Female,19,0,0
91597,Leading Edge Academy Online,Hispanic or Latino,18,0,0
91597,Leading Edge Academy Online,Homeless,0,0,0
91597,Leading Edge Academy Online,Income Eligibility 1 & 2,17,0,0
91597,Leading Edge Academy Online,Male,37,0,0
91597,Leading Edge Academy Online,Multiple Races,0,0,0
91597,Leading Edge Academy Online,Special Education,0,0,0
91597,Leading Edge Academy Online,White,18,0,0
79982,Arizona Conservatory for Arts and Academics,All,35,0,0
79982,Arizona Conservatory for Arts and Academics,Black/African American,0,0,0
79982,Arizona Conservatory for Arts and Academics,English Learners,0,0,0
79982,Arizona Conservatory for Arts and Academics,ELFEP14,0,0,0
79982,Arizona Conservatory for Arts and Academics,Female,16,0,0
79982,Arizona Conservatory for Arts and Academics,Hispanic or Latino,0,0,0
79982,Arizona Conservatory for Arts and Academics,Homeless,0,0,0
79982,Arizona Conservatory for Arts and Academics,Income Eligibility 1 & 2,0,0,0
79982,Arizona Conservatory for Arts and Academics,Male,19,0,0
79982,Arizona Conservatory for Arts and Academics,Special Education,0,0,0
79982,Arizona Conservatory for Arts and Academics,White,21,0,0
90349,Arizona Conservatory for Arts and Academics Middle School,All,0,0,0
90349,Arizona Conservatory for Arts and Academics Middle School,Male,0,0,0
80990,South Pointe High School,All,192,96,50
80990,South Pointe High School,American Indian or Alaska Native,14,0,0
80990,South Pointe High School,Asian,0,0,0
80990,South Pointe High School,Black/African American,39,25,64.1
80990,South Pointe High School,English Learners,15,0,0
80990,South Pointe High School,ELFEP14,17,0,0
80990,South Pointe High School,Female,111,62,55.9
80990,South Pointe High School,Foster Care,0,0,0
80990,South Pointe High School,Hispanic or Latino,129,64,49.6
80990,South Pointe High School,Homeless,13,0,0
80990,South Pointe High School,Income Eligibility 1 & 2,132,68,51.5
80990,South Pointe High School,Male,81,34,42
80990,South Pointe High School,Multiple Races,0,0,0
80990,South Pointe High School,Special Education,21,0,0
80990,South Pointe High School,White,0,0,0
80994,Great Hearts Academies - Veritas Prep,All,70,0,0
80994,Great Hearts Academies - Veritas Prep,Asian,0,0,0
80994,Great Hearts Academies - Veritas Prep,Black/African American,0,0,0
80994,Great Hearts Academies - Veritas Prep,English Learners,0,0,0
80994,Great Hearts Academies - Veritas Prep,ELFEP14,0,0,0
80994,Great Hearts Academies - Veritas Prep,Female,37,0,0
80994,Great Hearts Academies - Veritas Prep,Hispanic or Latino,15,0,0
80994,Great Hearts Academies - Veritas Prep,Income Eligibility 1 & 2,12,0,0
80994,Great Hearts Academies - Veritas Prep,Male,33,0,0
80994,Great Hearts Academies - Veritas Prep,Military,0,0,0
80994,Great Hearts Academies - Veritas Prep,Multiple Races,0,0,0
80994,Great Hearts Academies - Veritas Prep,Special Education,0,0,0
80994,Great Hearts Academies - Veritas Prep,White,46,0,0
5463,Pinnacle High School - Tempe,All,0,0,0
5463,Pinnacle High School - Tempe,Asian,0,0,0
5463,Pinnacle High School - Tempe,English Learners,0,0,0
5463,Pinnacle High School - Tempe,ELFEP14,0,0,0
5463,Pinnacle High School - Tempe,Female,0,0,0
5463,Pinnacle High School - Tempe,Foster Care,0,0,0
5463,Pinnacle High School - Tempe,Hispanic or Latino,0,0,0
5463,Pinnacle High School - Tempe,Male,0,0,0
5463,Pinnacle High School - Tempe,Special Education,0,0,0
5463,Pinnacle High School - Tempe,White,0,0,0
81180,Pinnacle Online High School,All,27,0,0
81180,Pinnacle Online High School,American Indian or Alaska Native,0,0,0
81180,Pinnacle Online High School,Black/African American,0,0,0
81180,Pinnacle Online High School,Female,11,0,0
81180,Pinnacle Online High School,Hispanic or Latino,17,0,0
81180,Pinnacle Online High School,Male,16,0,0
81180,Pinnacle Online High School,Special Education,0,0,0
81180,Pinnacle Online High School,White,0,0,0
81042,Hope High School,All,74,22,29.7
81042,Hope High School,American Indian or Alaska Native,0,0,0
81042,Hope High School,Black/African American,14,0,0
81042,Hope High School,English Learners,0,0,0
81042,Hope High School,ELFEP14,0,0,0
81042,Hope High School,Female,34,0,38.2
81042,Hope High School,Foster Care,0,0,0
81042,Hope High School,Hispanic or Latino,44,12,27.3
81042,Hope High School,Homeless,0,0,0
81042,Hope High School,Income Eligibility 1 & 2,51,16,31.4
81042,Hope High School,Male,39,0,0
81042,Hope High School,Multiple Races,0,0,0
81042,Hope High School,Special Education,0,0,0
81042,Hope High School,White,0,0,0
81182,Hope High School Online,All,204,80,39.2
81182,Hope High School Online,American Indian or Alaska Native,0,0,0
81182,Hope High School Online,Asian,0,0,0
81182,Hope High School Online,Black/African American,14,0,0
81182,Hope High School Online,English Learners,0,0,0
81182,Hope High School Online,ELFEP14,0,0,0
81182,Hope High School Online,Female,131,54,41.2
81182,Hope High School Online,Foster Care,0,0,0
81182,Hope High School Online,Hispanic or Latino,63,18,28.6
81182,Hope High School Online,Homeless,0,0,0
81182,Hope High School Online,Income Eligibility 1 & 2,89,33,37.1
81182,Hope High School Online,Male,73,26,35.6
81182,Hope High School Online,Military,0,0,0
81182,Hope High School Online,Multiple Races,0,0,0
81182,Hope High School Online,Special Education,16,0,0
81182,Hope High School Online,White,112,49,43.8
79219,"Edkey, Inc. - Sequoia Deaf School",All,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",Asian,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",Black/African American,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",English Learners,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",ELFEP14,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",Hispanic or Latino,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",Income Eligibility 1 & 2,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",Male,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",Special Education,0,0,0
79219,"Edkey, Inc. - Sequoia Deaf School",White,0,0,0
920316,KELLY,All,0,0,0
920316,KELLY,Female,0,0,0
920316,KELLY,Foster Care,0,0,0
920316,KELLY,Special Education,0,0,0
920316,KELLY,White,0,0,0
81079,BASIS Scottsdale,All,80,0,0
81079,BASIS Scottsdale,Asian,52,0,0
81079,BASIS Scottsdale,Female,45,0,0
81079,BASIS Scottsdale,Hispanic or Latino,0,0,0
81079,BASIS Scottsdale,Male,35,0,0
81079,BASIS Scottsdale,Multiple Races,0,0,0
81079,BASIS Scottsdale,White,23,0,0
78950,Desert Heights Charter School,All,51,0,0
78950,Desert Heights Charter School,Asian,0,0,0
78950,Desert Heights Charter School,Black/African American,0,0,0
78950,Desert Heights Charter School,English Learners,0,0,0
78950,Desert Heights Charter School,ELFEP14,0,0,0
78950,Desert Heights Charter School,Female,31,0,0
78950,Desert Heights Charter School,Hispanic or Latino,16,0,0
78950,Desert Heights Charter School,Income Eligibility 1 & 2,0,0,0
78950,Desert Heights Charter School,Male,20,0,0
78950,Desert Heights Charter School,Multiple Races,0,0,0
78950,Desert Heights Charter School,Native Hawaiian or Pacific Islander,0,0,0
78950,Desert Heights Charter School,Special Education,0,0,0
78950,Desert Heights Charter School,White,24,0,0
81175,Phoenix College Preparatory Academy,All,37,0,0
81175,Phoenix College Preparatory Academy,Black/African American,0,0,0
81175,Phoenix College Preparatory Academy,English Learners,0,0,0
81175,Phoenix College Preparatory Academy,ELFEP14,0,0,0
81175,Phoenix College Preparatory Academy,Female,19,0,0
81175,Phoenix College Preparatory Academy,Hispanic or Latino,28,0,0
81175,Phoenix College Preparatory Academy,Homeless,0,0,0
81175,Phoenix College Preparatory Academy,Male,18,0,0
81175,Phoenix College Preparatory Academy,Multiple Races,0,0,0
81175,Phoenix College Preparatory Academy,Special Education,0,0,0
81175,Phoenix College Preparatory Academy,White,0,0,0
85750,AMCS at Anthem dba Caurus Academy,All,18,0,0
85750,AMCS at Anthem dba Caurus Academy,Female,0,0,0
85750,AMCS at Anthem dba Caurus Academy,Foster Care,0,0,0
85750,AMCS at Anthem dba Caurus Academy,Income Eligibility 1 & 2,0,0,0
85750,AMCS at Anthem dba Caurus Academy,Male,0,0,0
85750,AMCS at Anthem dba Caurus Academy,Multiple Races,0,0,0
85750,AMCS at Anthem dba Caurus Academy,Special Education,0,0,0
85750,AMCS at Anthem dba Caurus Academy,White,14,0,0
5503,AAEC - SMCC Campus,All,102,0,0
5503,AAEC - SMCC Campus,Asian,0,0,0
5503,AAEC - SMCC Campus,Black/African American,0,0,0
5503,AAEC - SMCC Campus,English Learners,0,0,0
5503,AAEC - SMCC Campus,ELFEP14,11,0,0
5503,AAEC - SMCC Campus,Female,53,0,0
5503,AAEC - SMCC Campus,Hispanic or Latino,93,0,0
5503,AAEC - SMCC Campus,Income Eligibility 1 & 2,22,0,0
5503,AAEC - SMCC Campus,Male,49,0,0
5503,AAEC - SMCC Campus,Military,0,0,0
5503,AAEC - SMCC Campus,Special Education,0,0,0
5503,AAEC - SMCC Campus,White,0,0,0
87335,Pillar Academy of Business & Finance,All,0,0,0
87335,Pillar Academy of Business & Finance,American Indian or Alaska Native,0,0,0
87335,Pillar Academy of Business & Finance,Female,0,0,0
87335,Pillar Academy of Business & Finance,Income Eligibility 1 & 2,0,0,0
91213,Pillar Academy Online,All,0,0,0
91213,Pillar Academy Online,English Learners,0,0,0
91213,Pillar Academy Online,ELFEP14,0,0,0
91213,Pillar Academy Online,Female,0,0,0
91213,Pillar Academy Online,Hispanic or Latino,0,0,0
91213,Pillar Academy Online,Male,0,0,0
91213,Pillar Academy Online,White,0,0,0
87350,East Valley High School,All,56,36,64.3
87350,East Valley High School,American Indian or Alaska Native,0,0,0
87350,East Valley High School,Black/African American,0,0,0
87350,East Valley High School,Female,24,0,0
87350,East Valley High School,Hispanic or Latino,29,0,0
87350,East Valley High School,Income Eligibility 1 & 2,24,0,0
87350,East Valley High School,Male,32,0,65.6
87350,East Valley High School,Multiple Races,0,0,0
87350,East Valley High School,Special Education,0,0,0
87350,East Valley High School,White,19,0,0
81179,Arizona Connections Academy,All,254,163,64.2
81179,Arizona Connections Academy,American Indian or Alaska Native,0,0,0
81179,Arizona Connections Academy,Asian,0,0,0
81179,Arizona Connections Academy,Black/African American,0,0,0
81179,Arizona Connections Academy,Female,151,97,64.2
81179,Arizona Connections Academy,Hispanic or Latino,53,0,0
81179,Arizona Connections Academy,Homeless,0,0,0
81179,Arizona Connections Academy,Income Eligibility 1 & 2,56,30,53.6
81179,Arizona Connections Academy,Male,103,66,64.1
81179,Arizona Connections Academy,Military,0,0,0
81179,Arizona Connections Academy,Multiple Races,12,0,0
81179,Arizona Connections Academy,Special Education,30,19,63.3
81179,Arizona Connections Academy,White,172,105,61
88300,Great Hearts Academies - Chandler Prep,All,64,0,0
88300,Great Hearts Academies - Chandler Prep,Asian,0,0,0
88300,Great Hearts Academies - Chandler Prep,Black/African American,0,0,0
88300,Great Hearts Academies - Chandler Prep,Female,37,0,0
88300,Great Hearts Academies - Chandler Prep,Hispanic or Latino,0,0,0
88300,Great Hearts Academies - Chandler Prep,Income Eligibility 1 & 2,0,0,0
88300,Great Hearts Academies - Chandler Prep,Male,27,0,0
88300,Great Hearts Academies - Chandler Prep,Multiple Races,0,0,0
88300,Great Hearts Academies - Chandler Prep,Native Hawaiian or Pacific Islander,0,0,0
88300,Great Hearts Academies - Chandler Prep,Special Education,0,0,0
88300,Great Hearts Academies - Chandler Prep,White,36,0,0
88335,South Ridge High School,All,100,89,89
88335,South Ridge High School,Black/African American,0,0,0
88335,South Ridge High School,English Learners,0,0,0
88335,South Ridge High School,ELFEP14,0,0,0
88335,South Ridge High School,Female,51,0,0
88335,South Ridge High School,Hispanic or Latino,89,0,0
88335,South Ridge High School,Homeless,0,0,0
88335,South Ridge High School,Income Eligibility 1 & 2,58,0,0
88335,South Ridge High School,Male,49,0,0
88335,South Ridge High School,Native Hawaiian or Pacific Islander,0,0,0
88335,South Ridge High School,Special Education,0,0,0
88335,South Ridge High School,White,0,0,0
89487,Great Hearts Academies - Arete Prep,All,46,0,0
89487,Great Hearts Academies - Arete Prep,Asian,0,0,0
89487,Great Hearts Academies - Arete Prep,Black/African American,0,0,0
89487,Great Hearts Academies - Arete Prep,English Learners,0,0,0
89487,Great Hearts Academies - Arete Prep,ELFEP14,0,0,0
89487,Great Hearts Academies - Arete Prep,Female,30,0,0
89487,Great Hearts Academies - Arete Prep,Hispanic or Latino,0,0,0
89487,Great Hearts Academies - Arete Prep,Income Eligibility 1 & 2,0,0,0
89487,Great Hearts Academies - Arete Prep,Male,16,0,0
89487,Great Hearts Academies - Arete Prep,Military,0,0,0
89487,Great Hearts Academies - Arete Prep,Multiple Races,0,0,0
89487,Great Hearts Academies - Arete Prep,Special Education,0,0,0
89487,Great Hearts Academies - Arete Prep,White,31,0,0
89757,Great Hearts Academies - Scottsdale Prep,All,71,0,0
89757,Great Hearts Academies - Scottsdale Prep,Asian,14,0,0
89757,Great Hearts Academies - Scottsdale Prep,Black/African American,0,0,0
89757,Great Hearts Academies - Scottsdale Prep,Female,40,0,0
89757,Great Hearts Academies - Scottsdale Prep,Hispanic or Latino,0,0,0
89757,Great Hearts Academies - Scottsdale Prep,Income Eligibility 1 & 2,0,0,0
89757,Great Hearts Academies - Scottsdale Prep,Male,31,0,0
89757,Great Hearts Academies - Scottsdale Prep,Multiple Races,0,0,0
89757,Great Hearts Academies - Scottsdale Prep,White,47,0,0
89789,Imagine Prep Superstition,All,102,68,66.7
89789,Imagine Prep Superstition,Black/African American,0,0,0
89789,Imagine Prep Superstition,English Learners,0,0,0
89789,Imagine Prep Superstition,ELFEP14,0,0,0
89789,Imagine Prep Superstition,Female,26,0,0
89789,Imagine Prep Superstition,Foster Care,19,0,0
89789,Imagine Prep Superstition,Hispanic or Latino,59,28,47.5
89789,Imagine Prep Superstition,Homeless,30,0,0
89789,Imagine Prep Superstition,Income Eligibility 1 & 2,64,34,53.1
89789,Imagine Prep Superstition,Male,76,0,55.3
89789,Imagine Prep Superstition,Multiple Races,0,0,0
89789,Imagine Prep Superstition,Special Education,0,0,0
89789,Imagine Prep Superstition,White,35,0,0
89791,Imagine Prep Surprise,All,74,0,0
89791,Imagine Prep Surprise,Asian,0,0,0
89791,Imagine Prep Surprise,Black/African American,0,0,0
89791,Imagine Prep Surprise,English Learners,0,0,0
89791,Imagine Prep Surprise,ELFEP14,0,0,0
89791,Imagine Prep Surprise,Female,34,0,0
89791,Imagine Prep Surprise,Foster Care,0,0,0
89791,Imagine Prep Surprise,Hispanic or Latino,27,0,0
89791,Imagine Prep Surprise,Income Eligibility 1 & 2,18,0,0
89791,Imagine Prep Surprise,Male,40,0,0
89791,Imagine Prep Surprise,Military,0,0,0
89791,Imagine Prep Surprise,Multiple Races,0,0,0
89791,Imagine Prep Surprise,Special Education,0,0,0
89791,Imagine Prep Surprise,White,34,0,0
89799,San Tan Charter School,All,61,0,0
89799,San Tan Charter School,American Indian or Alaska Native,0,0,0
89799,San Tan Charter School,Asian,0,0,0
89799,San Tan Charter School,Black/African American,0,0,0
89799,San Tan Charter School,Female,23,0,0
89799,San Tan Charter School,Hispanic or Latino,18,0,0
89799,San Tan Charter School,Income Eligibility 1 & 2,0,0,0
89799,San Tan Charter School,Male,38,0,0
89799,San Tan Charter School,Multiple Races,0,0,0
89799,San Tan Charter School,Special Education,15,0,0
89799,San Tan Charter School,White,33,0,0
89830,Great Hearts Academies - Glendale Prep,All,49,0,0
89830,Great Hearts Academies - Glendale Prep,Asian,13,0,0
89830,Great Hearts Academies - Glendale Prep,Female,30,0,0
89830,Great Hearts Academies - Glendale Prep,Hispanic or Latino,0,0,0
89830,Great Hearts Academies - Glendale Prep,Male,19,0,0
89830,Great Hearts Academies - Glendale Prep,Military,0,0,0
89830,Great Hearts Academies - Glendale Prep,Multiple Races,0,0,0
89830,Great Hearts Academies - Glendale Prep,Special Education,0,0,0
89830,Great Hearts Academies - Glendale Prep,White,30,0,0
89870,AZ Compass Prep School,All,68,0,0
89870,AZ Compass Prep School,American Indian or Alaska Native,0,0,0
89870,AZ Compass Prep School,Black/African American,27,0,0
89870,AZ Compass Prep School,English Learners,0,0,0
89870,AZ Compass Prep School,ELFEP14,0,0,0
89870,AZ Compass Prep School,Female,23,0,0
89870,AZ Compass Prep School,Foster Care,0,0,0
89870,AZ Compass Prep School,Hispanic or Latino,18,0,0
89870,AZ Compass Prep School,Homeless,0,0,0
89870,AZ Compass Prep School,Income Eligibility 1 & 2,39,0,0
89870,AZ Compass Prep School,Male,45,0,0
89870,AZ Compass Prep School,Multiple Races,0,0,0
89870,AZ Compass Prep School,Special Education,11,0,0
89870,AZ Compass Prep School,White,0,0,0
89918,Paragon Science Academy,All,32,0,0
89918,Paragon Science Academy,Asian,0,0,0
89918,Paragon Science Academy,Black/African American,0,0,0
89918,Paragon Science Academy,English Learners,0,0,0
89918,Paragon Science Academy,ELFEP14,0,0,0
89918,Paragon Science Academy,Female,19,0,0
89918,Paragon Science Academy,Hispanic or Latino,0,0,0
89918,Paragon Science Academy,Income Eligibility 1 & 2,18,0,0
89918,Paragon Science Academy,Male,13,0,0
89918,Paragon Science Academy,White,18,0,0
90035,Imagine Prep Coolidge,All,52,0,0
90035,Imagine Prep Coolidge,American Indian or Alaska Native,0,0,0
90035,Imagine Prep Coolidge,Asian,0,0,0
90035,Imagine Prep Coolidge,Black/African American,0,0,0
90035,Imagine Prep Coolidge,English Learners,0,0,0
90035,Imagine Prep Coolidge,ELFEP14,0,0,0
90035,Imagine Prep Coolidge,Female,26,0,0
90035,Imagine Prep Coolidge,Hispanic or Latino,34,0,0
90035,Imagine Prep Coolidge,Homeless,0,0,0
90035,Imagine Prep Coolidge,Income Eligibility 1 & 2,27,0,0
90035,Imagine Prep Coolidge,Male,26,0,0
90035,Imagine Prep Coolidge,Multiple Races,0,0,0
90035,Imagine Prep Coolidge,Special Education,0,0,0
90035,Imagine Prep Coolidge,White,0,0,0
92636,Jefferson Preparatory High School,All,11,0,0
92636,Jefferson Preparatory High School,Asian,0,0,0
92636,Jefferson Preparatory High School,Black/African American,0,0,0
92636,Jefferson Preparatory High School,Female,0,0,0
92636,Jefferson Preparatory High School,Income Eligibility 1 & 2,0,0,0
92636,Jefferson Preparatory High School,Male,0,0,0
92636,Jefferson Preparatory High School,Native Hawaiian or Pacific Islander,0,0,0
92636,Jefferson Preparatory High School,Special Education,0,0,0
92636,Jefferson Preparatory High School,White,0,0,0
90202,EdOptions Preparatory Academy,All,17,0,0
90202,EdOptions Preparatory Academy,Female,0,0,0
90202,EdOptions Preparatory Academy,Hispanic or Latino,13,0,0
90202,EdOptions Preparatory Academy,Income Eligibility 1 & 2,0,0,0
90202,EdOptions Preparatory Academy,Male,0,0,0
90844,EdOptions HS Learning Center,All,236,32,13.6
90844,EdOptions HS Learning Center,American Indian or Alaska Native,0,0,0
90844,EdOptions HS Learning Center,Asian,0,0,0
90844,EdOptions HS Learning Center,Black/African American,0,0,0
90844,EdOptions HS Learning Center,ELFEP14,0,0,0
90844,EdOptions HS Learning Center,Female,121,0,19
90844,EdOptions HS Learning Center,Foster Care,0,0,0
90844,EdOptions HS Learning Center,Hispanic or Latino,88,13,14.8
90844,EdOptions HS Learning Center,Income Eligibility 1 & 2,103,0,0
90844,EdOptions HS Learning Center,Male,115,0,0
90844,EdOptions HS Learning Center,Multiple Races,0,0,0
90844,EdOptions HS Learning Center,Native Hawaiian or Pacific Islander,0,0,0
90844,EdOptions HS Learning Center,Special Education,0,0,0
90844,EdOptions HS Learning Center,White,79,15,19
91825,Odyssey Institute for Advanced and International Studies,All,128,0,0
91825,Odyssey Institute for Advanced and International Studies,American Indian or Alaska Native,0,0,0
91825,Odyssey Institute for Advanced and International Studies,Asian,0,0,0
91825,Odyssey Institute for Advanced and International Studies,Black/African American,0,0,0
91825,Odyssey Institute for Advanced and International Studies,English Learners,0,0,0
91825,Odyssey Institute for Advanced and International Studies,ELFEP14,0,0,0
91825,Odyssey Institute for Advanced and International Studies,Female,62,0,0
91825,Odyssey Institute for Advanced and International Studies,Hispanic or Latino,48,0,0
91825,Odyssey Institute for Advanced and International Studies,Male,66,0,0
91825,Odyssey Institute for Advanced and International Studies,Multiple Races,0,0,0
91825,Odyssey Institute for Advanced and International Studies,Special Education,0,0,0
91825,Odyssey Institute for Advanced and International Studies,White,68,0,0
88289,Learning Foundation and Performing Arts Gilbert,All,51,0,0
88289,Learning Foundation and Performing Arts Gilbert,Black/African American,0,0,0
88289,Learning Foundation and Performing Arts Gilbert,Female,34,0,0
88289,Learning Foundation and Performing Arts Gilbert,Hispanic or Latino,15,0,0
88289,Learning Foundation and Performing Arts Gilbert,Homeless,0,0,0
88289,Learning Foundation and Performing Arts Gilbert,Income Eligibility 1 & 2,21,0,0
88289,Learning Foundation and Performing Arts Gilbert,Male,17,0,0
88289,Learning Foundation and Performing Arts Gilbert,Military,0,0,0
88289,Learning Foundation and Performing Arts Gilbert,Multiple Races,0,0,0
88289,Learning Foundation and Performing Arts Gilbert,Special Education,0,0,0
88289,Learning Foundation and Performing Arts Gilbert,White,24,0,0
89941,Skyline D5,All,35,0,0
89941,Skyline D5,American Indian or Alaska Native,32,0,0
89941,Skyline D5,Black/African American,0,0,0
89941,Skyline D5,Female,16,0,0
89941,Skyline D5,Income Eligibility 1 & 2,29,0,0
89941,Skyline D5,Male,19,0,0
89941,Skyline D5,Multiple Races,0,0,0
89941,Skyline D5,Special Education,0,0,0
90509,BASIS Oro Valley,All,49,0,0
90509,BASIS Oro Valley,Asian,24,0,0
90509,BASIS Oro Valley,Black/African American,0,0,0
90509,BASIS Oro Valley,Female,26,0,0
90509,BASIS Oro Valley,Hispanic or Latino,0,0,0
90509,BASIS Oro Valley,Male,23,0,0
90509,BASIS Oro Valley,Multiple Races,0,0,0
90509,BASIS Oro Valley,White,14,0,0
90635,Great Hearts Academies - Anthem Prep,All,45,0,0
90635,Great Hearts Academies - Anthem Prep,Asian,0,0,0
90635,Great Hearts Academies - Anthem Prep,Female,23,0,0
90635,Great Hearts Academies - Anthem Prep,Hispanic or Latino,0,0,0
90635,Great Hearts Academies - Anthem Prep,Income Eligibility 1 & 2,0,0,0
90635,Great Hearts Academies - Anthem Prep,Male,22,0,0
90635,Great Hearts Academies - Anthem Prep,Multiple Races,0,0,0
90635,Great Hearts Academies - Anthem Prep,Special Education,0,0,0
90635,Great Hearts Academies - Anthem Prep,White,30,0,0
91158,Mission Heights Preparatory High School,All,96,85,88.5
91158,Mission Heights Preparatory High School,American Indian or Alaska Native,0,0,0
91158,Mission Heights Preparatory High School,Asian,0,0,0
91158,Mission Heights Preparatory High School,Black/African American,0,0,0
91158,Mission Heights Preparatory High School,English Learners,0,0,0
91158,Mission Heights Preparatory High School,ELFEP14,0,0,0
91158,Mission Heights Preparatory High School,Female,56,0,0
91158,Mission Heights Preparatory High School,Foster Care,0,0,0
91158,Mission Heights Preparatory High School,Hispanic or Latino,34,0,0
91158,Mission Heights Preparatory High School,Homeless,0,0,0
91158,Mission Heights Preparatory High School,Income Eligibility 1 & 2,52,0,0
91158,Mission Heights Preparatory High School,Male,40,0,0
91158,Mission Heights Preparatory High School,Military,0,0,0
91158,Mission Heights Preparatory High School,Multiple Races,0,0,0
91158,Mission Heights Preparatory High School,Native Hawaiian or Pacific Islander,0,0,0
91158,Mission Heights Preparatory High School,Special Education,0,0,0
91158,Mission Heights Preparatory High School,White,42,0,0
1001670,Leona Connected High School,All,111,24,21.6
1001670,Leona Connected High School,American Indian or Alaska Native,0,0,0
1001670,Leona Connected High School,Asian,0,0,0
1001670,Leona Connected High School,Black/African American,0,0,0
1001670,Leona Connected High School,English Learners,0,0,0
1001670,Leona Connected High School,ELFEP14,0,0,0
1001670,Leona Connected High School,Female,66,0,21.2
1001670,Leona Connected High School,Foster Care,0,0,0
1001670,Leona Connected High School,Hispanic or Latino,67,11,16.4
1001670,Leona Connected High School,Homeless,0,0,0
1001670,Leona Connected High School,Income Eligibility 1 & 2,62,15,24.2
1001670,Leona Connected High School,Male,45,0,0
1001670,Leona Connected High School,Special Education,0,0,0
1001670,Leona Connected High School,White,26,0,0
91184,Astravo Online Academy ,All,0,0,0
91184,Astravo Online Academy ,American Indian or Alaska Native,0,0,0
91184,Astravo Online Academy ,Black/African American,0,0,0
91184,Astravo Online Academy ,English Learners,0,0,0
91184,Astravo Online Academy ,ELFEP14,0,0,0
91184,Astravo Online Academy ,Female,0,0,0
91184,Astravo Online Academy ,Hispanic or Latino,0,0,0
91184,Astravo Online Academy ,Male,0,0,0
91184,Astravo Online Academy ,White,0,0,0
91246,Astravo Online Academy,All,224,63,28.1
91246,Astravo Online Academy,American Indian or Alaska Native,11,0,0
91246,Astravo Online Academy,Asian,0,0,0
91246,Astravo Online Academy,Black/African American,20,0,0
91246,Astravo Online Academy,English Learners,0,0,0
91246,Astravo Online Academy,ELFEP14,0,0,0
91246,Astravo Online Academy,Female,148,47,31.8
91246,Astravo Online Academy,Foster Care,0,0,0
91246,Astravo Online Academy,Hispanic or Latino,79,16,20.3
91246,Astravo Online Academy,Homeless,0,0,0
91246,Astravo Online Academy,Income Eligibility 1 & 2,42,15,35.7
91246,Astravo Online Academy,Male,76,16,21.1
91246,Astravo Online Academy,Military,0,0,0
91246,Astravo Online Academy,Multiple Races,0,0,0
91246,Astravo Online Academy,Special Education,13,0,0
91246,Astravo Online Academy,White,96,36,37.5
